Name	Type	Protein	NPS	BP	Distance
p53family_c-89	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	121	25
p53family_c-90	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	122	26
p53family_c-91	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	123	27
p53family_c-92	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	124	28
p53family_c-93	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	125	29
p53family_c-94	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	126	30
p53family_c-95	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	127	31
p53family_c-96	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	128	32
p53family_c-97	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	129	33
p53family_c-98	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	130	34
p53family_c-99	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	131	35
p53family_c-100	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	132	36
p53family_c-101	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	133	37
p53family_c-102	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	134	38
p53family_c-103	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	135	39
p53family_c-104	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	136	40
p53family_c-105	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	137	41
p53family_c-106	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	138	42
p53family_c-107	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	139	43
p53family_c-108	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	140	44
p53family_c-109	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	141	45
p53family_c-110	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	142	46
p53family_c-111	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	143	47
p53family_c-112	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	144	48
p53family_c-113	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	145	49
p53family_c-114	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	146	50
p53family_c-115	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	147	51
p53family_c-116	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	148	52
p53family_c-117	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	149	53
p53family_c-118	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	150	54
p53family_c-119	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	151	55
p53family_c-120	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	152	56
p53family_c-121	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	153	57
p53family_c-122	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	154	58
p53family_c-123	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	155	59
p53family_c-124	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	156	60
p53family_c-125	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	157	61
p53family_c-126	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	158	62
p53family_c-127	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	159	63
p53family_c-128	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	160	64
p53family_c-129	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	161	65
p53family_c-130	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	162	66
p53family_c-131	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	163	67
p53family_c-132	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	164	68
p53family_c-133	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	165	69
p53family_c-134	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	166	70
p53family_c-135	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	167	71
p53family_c-136	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	168	72
p53family_c-137	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	169	73
p53family_c-138	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	170	74
p53family_c-139	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	171	75
p53family_c-140	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	172	76
p53family_c-141	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	173	77
p53family_c-142	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	174	78
p53family_c-143	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	175	79
p53family_c-144	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	176	80
p53family_c-145	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	177	81
p53family_c-146	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	178	82
p53family_c-147	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	179	83
p53family_c-148	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	180	84
p53family_c-153	p53family_high_affinity_1_halfsite_mutated	"p53, p63, p73"	Widom_601	185	89
p53family_d-1	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	33	-63
p53family_d-2	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	34	-62
p53family_d-3	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	35	-61
p53family_d-4	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	36	-60
p53family_d-5	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	37	-59
p53family_d-6	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	38	-58
p53family_d-7	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	39	-57
p53family_d-8	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	40	-56
p53family_d-9	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	41	-55
p53family_d-10	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	42	-54
p53family_d-11	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	43	-53
p53family_d-12	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	44	-52
p53family_d-13	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	45	-51
p53family_d-14	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	46	-50
p53family_d-15	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	47	-49
p53family_d-16	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	48	-48
p53family_d-17	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	49	-47
p53family_d-18	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	50	-46
p53family_d-19	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	51	-45
p53family_d-20	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	52	-44
p53family_d-21	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	53	-43
p53family_d-22	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	54	-42
p53family_d-23	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	55	-41
p53family_d-24	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	56	-40
p53family_d-25	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	57	-39
p53family_d-26	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	58	-38
p53family_d-27	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	59	-37
p53family_d-28	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	60	-36
p53family_d-29	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	61	-35
p53family_d-30	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	62	-34
p53family_d-31	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	63	-33
p53family_d-32	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	64	-32
p53family_d-33	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	65	-31
p53family_d-34	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	66	-30
p53family_d-35	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	67	-29
p53family_d-36	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	68	-28
p53family_d-37	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	69	-27
p53family_d-38	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	70	-26
p53family_d-39	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	71	-25
p53family_d-40	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	72	-24
p53family_d-41	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	73	-23
p53family_d-42	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	74	-22
p53family_d-43	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	75	-21
p53family_d-44	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	76	-20
p53family_d-45	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	77	-19
p53family_d-46	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	78	-18
p53family_d-47	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	79	-17
p53family_d-48	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	80	-16
p53family_d-49	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	81	-15
p53family_d-50	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	82	-14
p53family_d-51	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	83	-13
p53family_d-52	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	84	-12
p53family_d-53	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	85	-11
p53family_d-54	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	86	-10
p53family_d-55	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	87	-9
p53family_d-56	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	88	-8
p53family_d-57	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	89	-7
p53family_d-58	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	90	-6
p53family_d-59	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	91	-5
p53family_d-60	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	92	-4
p53family_d-61	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	93	-3
p53family_d-62	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	94	-2
p53family_d-63	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	95	-1
p53family_d-64	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	96	0
p53family_d-65	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	97	1
p53family_d-66	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	98	2
p53family_d-67	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	99	3
p53family_d-68	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	100	4
p53family_d-69	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	101	5
p53family_d-70	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	102	6
p53family_d-71	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	103	7
p53family_d-72	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	104	8
p53family_d-73	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	105	9
p53family_d-74	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	106	10
p53family_d-75	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	107	11
p53family_d-76	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	108	12
p53family_d-77	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	109	13
p53family_d-78	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	110	14
p53family_d-79	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	111	15
p53family_d-80	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	112	16
p53family_d-81	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	113	17
p53family_d-82	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	114	18
p53family_d-83	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	115	19
p53family_d-84	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	116	20
p53family_d-85	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	117	21
p53family_d-86	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	118	22
p53family_d-87	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	119	23
p53family_d-88	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	120	24
p53family_d-89	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	121	25
p53family_d-90	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	122	26
p53family_d-91	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	123	27
p53family_d-92	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	124	28
p53family_d-93	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	125	29
p53family_d-94	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	126	30
p53family_d-95	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	127	31
p53family_d-96	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	128	32
p53family_d-97	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	129	33
p53family_d-98	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	130	34
p53family_d-99	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	131	35
p53family_d-100	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	132	36
p53family_d-101	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	133	37
p53family_d-102	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	134	38
p53family_d-103	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	135	39
p53family_d-104	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	136	40
p53family_d-105	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	137	41
p53family_d-106	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	138	42
p53family_d-107	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	139	43
p53family_d-108	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	140	44
p53family_d-109	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	141	45
p53family_d-110	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	142	46
p53family_d-111	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	143	47
p53family_d-112	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	144	48
p53family_d-113	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	145	49
p53family_d-114	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	146	50
p53family_d-115	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	147	51
p53family_d-116	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	148	52
p53family_d-117	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	149	53
p53family_d-118	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	150	54
p53family_d-119	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	151	55
p53family_d-120	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	152	56
p53family_d-121	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	153	57
p53family_d-122	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	154	58
p53family_d-123	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	155	59
p53family_d-124	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	156	60
p53family_d-125	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	157	61
p53family_d-126	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	158	62
p53family_d-127	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	159	63
p53family_d-128	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	160	64
p53family_d-129	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	161	65
p53family_d-130	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	162	66
p53family_d-131	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	163	67
p53family_d-132	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	164	68
p53family_d-133	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	165	69
p53family_d-134	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	166	70
p53family_d-135	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	167	71
p53family_d-136	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	168	72
p53family_d-137	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	169	73
p53family_d-138	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	170	74
p53family_d-139	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	171	75
p53family_d-140	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	172	76
p53family_d-141	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	173	77
p53family_d-142	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	174	78
p53family_d-143	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	175	79
p53family_d-144	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	176	80
p53family_d-145	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	177	81
p53family_d-146	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	178	82
p53family_d-147	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	179	83
p53family_d-148	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	180	84
p53family_d-153	p53family_high_affinity_both_halfsites_mutated	"p53, p63, p73"	Widom_601	185	89
p53family_e-1	p53family_e	"p53, p63, p73"	Widom_601	33	-63
p53family_e-2	p53family_e	"p53, p63, p73"	Widom_601	34	-62
p53family_e-3	p53family_e	"p53, p63, p73"	Widom_601	35	-61
p53family_e-4	p53family_e	"p53, p63, p73"	Widom_601	36	-60
p53family_e-5	p53family_e	"p53, p63, p73"	Widom_601	37	-59
p53family_e-6	p53family_e	"p53, p63, p73"	Widom_601	38	-58
p53family_e-7	p53family_e	"p53, p63, p73"	Widom_601	39	-57
p53family_e-8	p53family_e	"p53, p63, p73"	Widom_601	40	-56
p53family_e-9	p53family_e	"p53, p63, p73"	Widom_601	41	-55
p53family_e-10	p53family_e	"p53, p63, p73"	Widom_601	42	-54
p53family_e-11	p53family_e	"p53, p63, p73"	Widom_601	43	-53
p53family_e-12	p53family_e	"p53, p63, p73"	Widom_601	44	-52
p53family_e-13	p53family_e	"p53, p63, p73"	Widom_601	45	-51
p53family_e-14	p53family_e	"p53, p63, p73"	Widom_601	46	-50
p53family_e-15	p53family_e	"p53, p63, p73"	Widom_601	47	-49
p53family_e-16	p53family_e	"p53, p63, p73"	Widom_601	48	-48
p53family_e-17	p53family_e	"p53, p63, p73"	Widom_601	49	-47
p53family_e-18	p53family_e	"p53, p63, p73"	Widom_601	50	-46
p53family_e-19	p53family_e	"p53, p63, p73"	Widom_601	51	-45
p53family_e-20	p53family_e	"p53, p63, p73"	Widom_601	52	-44
p53family_e-21	p53family_e	"p53, p63, p73"	Widom_601	53	-43
p53family_e-22	p53family_e	"p53, p63, p73"	Widom_601	54	-42
p53family_e-23	p53family_e	"p53, p63, p73"	Widom_601	55	-41
p53family_e-24	p53family_e	"p53, p63, p73"	Widom_601	56	-40
p53family_e-25	p53family_e	"p53, p63, p73"	Widom_601	57	-39
p53family_e-26	p53family_e	"p53, p63, p73"	Widom_601	58	-38
p53family_e-27	p53family_e	"p53, p63, p73"	Widom_601	59	-37
p53family_e-28	p53family_e	"p53, p63, p73"	Widom_601	60	-36
p53family_e-29	p53family_e	"p53, p63, p73"	Widom_601	61	-35
p53family_e-30	p53family_e	"p53, p63, p73"	Widom_601	62	-34
p53family_e-31	p53family_e	"p53, p63, p73"	Widom_601	63	-33
p53family_e-32	p53family_e	"p53, p63, p73"	Widom_601	64	-32
p53family_e-33	p53family_e	"p53, p63, p73"	Widom_601	65	-31
p53family_e-34	p53family_e	"p53, p63, p73"	Widom_601	66	-30
p53family_e-35	p53family_e	"p53, p63, p73"	Widom_601	67	-29
p53family_e-36	p53family_e	"p53, p63, p73"	Widom_601	68	-28
p53family_e-37	p53family_e	"p53, p63, p73"	Widom_601	69	-27
p53family_e-38	p53family_e	"p53, p63, p73"	Widom_601	70	-26
p53family_e-39	p53family_e	"p53, p63, p73"	Widom_601	71	-25
p53family_e-40	p53family_e	"p53, p63, p73"	Widom_601	72	-24
p53family_e-41	p53family_e	"p53, p63, p73"	Widom_601	73	-23
p53family_e-42	p53family_e	"p53, p63, p73"	Widom_601	74	-22
p53family_e-43	p53family_e	"p53, p63, p73"	Widom_601	75	-21
p53family_e-44	p53family_e	"p53, p63, p73"	Widom_601	76	-20
p53family_e-45	p53family_e	"p53, p63, p73"	Widom_601	77	-19
p53family_e-46	p53family_e	"p53, p63, p73"	Widom_601	78	-18
p53family_e-47	p53family_e	"p53, p63, p73"	Widom_601	79	-17
p53family_e-48	p53family_e	"p53, p63, p73"	Widom_601	80	-16
p53family_e-49	p53family_e	"p53, p63, p73"	Widom_601	81	-15
p53family_e-50	p53family_e	"p53, p63, p73"	Widom_601	82	-14
p53family_e-51	p53family_e	"p53, p63, p73"	Widom_601	83	-13
p53family_e-52	p53family_e	"p53, p63, p73"	Widom_601	84	-12
p53family_e-53	p53family_e	"p53, p63, p73"	Widom_601	85	-11
p53family_e-54	p53family_e	"p53, p63, p73"	Widom_601	86	-10
p53family_e-55	p53family_e	"p53, p63, p73"	Widom_601	87	-9
p53family_e-56	p53family_e	"p53, p63, p73"	Widom_601	88	-8
p53family_e-57	p53family_e	"p53, p63, p73"	Widom_601	89	-7
p53family_e-58	p53family_e	"p53, p63, p73"	Widom_601	90	-6
p53family_e-59	p53family_e	"p53, p63, p73"	Widom_601	91	-5
p53family_e-60	p53family_e	"p53, p63, p73"	Widom_601	92	-4
p53family_e-61	p53family_e	"p53, p63, p73"	Widom_601	93	-3
p53family_e-62	p53family_e	"p53, p63, p73"	Widom_601	94	-2
p53family_e-63	p53family_e	"p53, p63, p73"	Widom_601	95	-1
p53family_e-64	p53family_e	"p53, p63, p73"	Widom_601	96	0
p53family_e-65	p53family_e	"p53, p63, p73"	Widom_601	97	1
p53family_e-66	p53family_e	"p53, p63, p73"	Widom_601	98	2
p53family_e-67	p53family_e	"p53, p63, p73"	Widom_601	99	3
p53family_e-68	p53family_e	"p53, p63, p73"	Widom_601	100	4
p53family_e-69	p53family_e	"p53, p63, p73"	Widom_601	101	5
p53family_e-70	p53family_e	"p53, p63, p73"	Widom_601	102	6
p53family_e-71	p53family_e	"p53, p63, p73"	Widom_601	103	7
p53family_e-72	p53family_e	"p53, p63, p73"	Widom_601	104	8
p53family_e-73	p53family_e	"p53, p63, p73"	Widom_601	105	9
p53family_e-74	p53family_e	"p53, p63, p73"	Widom_601	106	10
p53family_e-75	p53family_e	"p53, p63, p73"	Widom_601	107	11
p53family_e-76	p53family_e	"p53, p63, p73"	Widom_601	108	12
p53family_e-77	p53family_e	"p53, p63, p73"	Widom_601	109	13
p53family_e-78	p53family_e	"p53, p63, p73"	Widom_601	110	14
p53family_e-79	p53family_e	"p53, p63, p73"	Widom_601	111	15
p53family_e-80	p53family_e	"p53, p63, p73"	Widom_601	112	16
p53family_e-81	p53family_e	"p53, p63, p73"	Widom_601	113	17
p53family_e-82	p53family_e	"p53, p63, p73"	Widom_601	114	18
p53family_e-83	p53family_e	"p53, p63, p73"	Widom_601	115	19
p53family_e-84	p53family_e	"p53, p63, p73"	Widom_601	116	20
p53family_e-85	p53family_e	"p53, p63, p73"	Widom_601	117	21
p53family_e-86	p53family_e	"p53, p63, p73"	Widom_601	118	22
p53family_e-87	p53family_e	"p53, p63, p73"	Widom_601	119	23
p53family_e-88	p53family_e	"p53, p63, p73"	Widom_601	120	24
p53family_e-89	p53family_e	"p53, p63, p73"	Widom_601	121	25
p53family_e-90	p53family_e	"p53, p63, p73"	Widom_601	122	26
p53family_e-91	p53family_e	"p53, p63, p73"	Widom_601	123	27
p53family_e-92	p53family_e	"p53, p63, p73"	Widom_601	124	28
p53family_e-93	p53family_e	"p53, p63, p73"	Widom_601	125	29
p53family_e-94	p53family_e	"p53, p63, p73"	Widom_601	126	30
p53family_e-95	p53family_e	"p53, p63, p73"	Widom_601	127	31
